comment,code,non-information
move contents from one field to for collection of entries,private static undoable edit mass rename field collection bib entry entries field field field new field,no
adding of single node group,public static final int add node,yes
is called when user drops preview layouts either in available list view or in empty space of chosen list view,,no
todo use web search instead as soon as it is available todo use web search instead as soon as it is available,lookup identifier material design icon magnify,no
executes task on current thread code is essentially taken from @link javafx concurrent task task callable call but adapted to run sequentially,@override,no
method returns default key binding key are assigned,public string get default key binding,yes
todo add undo undoable add or remove group undo new undoable add or remove group parent new group tree node view model new group node undoable add or remove group add node panel get undo manager add edit undo,,no
test if field is legally set,new latex field formatter field formatter preferences format new value field name,no
need to run async otherwise dialog does not work,controls fx visualizer visualizer new controls fx visualizer,no
revert change,if name change,yes
and adding merged entries,if result get to add is empty,yes
remove newlines hyphens before linebreaks,marking content marking content replace all newline,yes
creates background task that first runs task and based on result runs second task,public background task then run function next operation,no
action checks whether new custom entry types were loaded from bib file if so offer to remember entry types is given,public class check for new entry types action implements gui post open action,no
,private void open the file path file boolean raise panel,no
other fields,other fields tab database context panel get suggestion providers undo manager,yes
register listener wrapper created by fx collections will set weak listener on wrapped list weak listener gets garbage collected hence we need to maintain reference to list,entries list database context get database get entries,no
try to download fulltext pdf for selected by following url or doi link,public class find full text action extends simple command,no
editor for external file types,public class customize external file types dialog extends base dialog void,yes
configure elements,toggle group new toggle group,yes
class is essentially wrapper around task we can not use task directly since it runs certain update notifications on java fx thread and so makes testing harder we take opportunity and implement fluid interface,public abstract class background task,no
updates view with contents of given entry,protected abstract void bind to entry bib entry entry,yes
try to connect to office,object context url resolver resolve connect,no
switch tab if asked to do so,if data base number,no
store visual state,new persistence visual state table this,yes
class has abstract ui role as it listens for @link autosave event and saves bib file associated with given @link base panel,public class autosave ui manager,no
set owner timestamp,update field set automatic fields entries update field preferences,no
submenu will behave dependent on style is currently selected citation preview,preview preferences preview preferences globals prefs get preview preferences,no
find linking footnote marker, footnote footer uno runtime query interface footnote class range get text,no
tests if we are running acceptable java and terminates jab ref when we are sure version is not supported test uses requirements for java version as specified in code gradle build< code it is possible to define minimum version including built number and to indicate whether java can be used it currently ca not it tries to compare version number to version of currently running jvm check is optimistic and will rather return true even if we could not exactly determine version note users with very old version like will not profit from since class versions are incompatible and jab ref wo not even start currently jab ref wo not start with java either but warning that it can not be used with version is helpful anyway to prevent users to update from old directly to version additionally we soon might have jab ref does start with java but is not perfectly compatible therefore we should leave java check alive,private static void ensure correct java version,no
subscribe to type changes for rebuilding currently visible tab,type subscription easy bind subscribe this entry type property type,yes
may happen during initialization just ignore,continue,no
look for last in link and return following characters gives extension for most reasonably named links,public static optional string get suffix final string link,no
selected group show entries,return optional empty,no
headings,private final list string column headings arrays as list localization lang field,yes
get text content interface, text content text content uno runtime query interface text content class bookmark,yes
method to change current abbrevaition property to new abbreviation,public void edit abbreviation string name string abbreviation,yes
update merged entry,private void update merged entry,yes
release panel from save status,panel set saving false,yes
set text of of boxes,if exporter null,yes
do nothing,else if answer duplicate resolver dialog duplicate resolver result keep merge,yes
class represents removal of entry constructor needs references to database entry and map of open entry editors latter to be able to close entry editor if it is opened before insert is undone,public class undoable insert entry extends abstract undoable jab ref edit,no
method is called to indicate that settings panel returned from get settings panel method has been shown to user and that user has indicated that settings should be stored method must store state of widgets in settings panel to globals prefs,public void store settings,no
check given possible suggestion is match is valid suggestion,protected abstract boolean is match suggestion suggestion request request,yes
read name format options mk,final boolean names natbib globals prefs get boolean jab ref preferences names natbib,yes
method inserts cite marker in text for given bib entry and may refresh bibliography,public void bib entry entries bib database database,no
fixme move to view model until field formatter cleanups panel is property implemented,meta data meta data panel get bib database context get meta data,no
since directory does not exist we can not move it to there so option is not checked regardless of presets stored in preferences,clean up move pdf set disable true,no
todo reflective access should be removed,field private popup auto completion binding class get declared field auto completion popup,no
ensure that there is always only one all entries group,if new groups get group instanceof all entries group,no
class for manipulating bibliography of currently start document in open office,class oo bib base,no
check for running jab ref,if handle multiple app instances arguments or argument processor should shut down,no
mac adapter calls method when about is selected from application menu,public void about,no
todo be bit smarter and try to infer correct icon for example using @link external file types get external file type by name string,public jab ref icon get type icon,no
restore focus to field run async so editor is already initialized correctly,selected field name if present this::request focus,no
get page number of current page in document,public abstract int get page number,yes
first see if stripped link gives reasonable suffix,string suffix,no
hide progress indicator if finished over 70 loaded,browser get engine get load worker progress property add listener observable old value new value,no
fields,for field field joint fields,yes
ask if keys should be generated,boolean cite pressed dialog service show confirmation dialog and wait localization lang cite,yes
quote string so explorer handles url query strings correctly,string quote path file path,no
class provides model for abbreviation files it actually does not save files as objects but rather saves paths also allows to specify pseudo files as placeholder objects,public class abbreviations file view model,no
set language to none, cursor props set property value char locale new locale zxx,no
to align with buttons below also have 5em padding,info set style fx padding 5em 5em,no
todo switch icon color search icon set icon icon theme jab ref icon search get icon,,no
entry currently shown,private optional bib entry entry optional empty,no
setting multi value special field setted value is displayed too,string all params view model get localization params params,no
first hide old page and show background instead recalculate size of background to make sure correct,background set width get desired width,no
for reason graphic is not set correctly so let fix,set graphic menu action,no
exception used to indicate that plugin attempted to set character format is not defined in current open office document,class undefined character format exception extends exception,no
submits one shot task becomes enabled after given delay, future schedule background task task long delay time unit unit,no
css folder,folder outline,no
action may only be used in menu or button never in entry editor file list editor and entry editor have other ways to update file links,public class auto link files action extends simple command,no
backwards compatibility stub,public static component context create initial component context hashtable string object context entries throws exception,no
swing,requires java desktop,yes
preferences and xml,requires java prefs,yes
annotations @post construct,requires java annotation,yes
libre office,requires org jabref thirdparty libreoffice,yes
mocking class used as placeholder for real oracle jdbc drivers to prevent build errors,public class database change event,no
data,,no
mocking class used as placeholder for real oracle jdbc drivers to prevent build errors,public interface database change listener,no
mocking class used as placeholder for real oracle jdbc drivers to prevent build errors,public class database change registration,no
do nothing,,yes
fixme reuse search worker here,search query search query new search query journal title 500 false false,no
fixme reuse search worker here,search query search query new search query journal title 500 false false,no
mocking class used as placeholder for real oracle jdbc drivers to prevent build errors,public class oracle connection implements connection,no
mocking class used as placeholder for real oracle jdbc drivers to prevent build errors,public class oracle driver,no
mocking class used as placeholder for real oracle jdbc drivers to prevent build errors,public class oracle statement,no
package contains stubs for oracle jdbc to prevent build errors if non distributable oraclejdbdc6 jar is unavailable in classpath,package oracle jdbc,no
empty,,yes
annotation to indicate that usage of apache commons lang3 is explicitly allowed intention is to fully switch to google guava and only use apache commons lang3 if there is other possibility,public @interface apache commons lang3allowed,no
rationale,string value,yes
print statistics,system out println new aux parser result view model result get information true,no
defines different modes that base panel can operate in,,no
puts content onto clipboard,public void set content clipboard content content,yes
get string residing on clipboard text found on clipboard if none found return empty string,public string get contents,yes
will open file like import file but will also request jab ref to focus on database,private static optional parser result import to open base string argument,no
run entry fetcher from command line,private optional parser result fetch command,no
download web resource to temporary file,try,yes
means guess format,system out println localization lang importing in unknown format file,no
check if we should reset preferences to default values,if cli is preferences reset,no
check if we should import preferences from file,if cli is preferences import,yes
list to put imported loaded database in,list parser result loaded import and open files,yes
enables blanks within search term stands for blank,string search term data replace \\$,no
export matches,if matches is empty,no
read in export format take default format if format entered,switch data length,no
default exporter html table with abstract bib te,format name tablerefsabsbib,no
export new database,optional exporter exporter globals export factory get exporter by name format name,no
leftover arguments have bib extension are interpreted as bib files to open other files and files could not be opened as bib we try to import instead,boolean bib extension left over to lower case locale english ends with bib,no
we will try to import file normally we will import it into new tab but if import has been initiated by instance through remote listener we will instead import it into current library will enable easy integration with web browsers can open reference file in jab ref,if startup mode mode initial start,no
write output if something could be resolved,if new base null new base has entries,no
show just warning message if encoding did not work for characters,if file writer has encoding problems,yes
signals that latest import should be stored in bib te format to given file,if,no
signals that latest import should be stored in given format to given file,parser result pr loaded get loaded size,no
set global variable for database file directory before exporting so formatters can resolve linked files correctly is ugly hack,file the file pr get file get,no
string clear search clear search main table get input map put globals get key prefs get key key binding clear search clear search main table get action map put clear search new abstract action @override public void action performed action event need to close here action overshadows responsible actions when main table is selected switch mode case showing nothing frame get global search bar end search break case showing preview get preview panel close break case showing editor case will show editor entry editor closing get entry editor break default logger warn unknown base panel mode mode doing nothing break main table get action map put actions cut new abstract action @override public void action performed action event try run command actions cut catch throwable ex logger warn could not cut ex main table get action map put actions copy new abstract action @override public void action performed action event try run command actions copy catch throwable ex logger warn could not copy ex main table get action map put actions paste new abstract action @override public void action performed action event try run command actions paste catch throwable ex logger warn could not paste ex,,no
search can lead to unexpected 100 cpu usage is perceived as bug if search incidentally starts at directory with lots of stuff below it is now disabled by default,private class search auto complete listener,no
returns collection of suggestion providers are populated from current library,public suggestion providers get suggestion providers,no
generates and copies citations based on selected entries to clipboard @param output format desired @link citation style output format,private void copy citation to clipboard citation style output format output format,no
removes selected entries from database @param cut if false user will get asked if he really wants to delete entries and it will be localized as deleted if true action will be localized as cut,public void delete boolean cut,no
method is called from jab ref frame if database specific action is requested by user runs command if it is defined or prints error message to standard error stream,public void run command final actions command,no
method is called from jab ref frame when user wants to create new entry bib entry new entry,public void insert entry final bib entry bib entry,no
set up auto completion for database,private void setup auto completion,yes
sets entry editor as bottom component in split pane if entry editor already was shown makes sure that divider does not move updates mode to showing editor then shows given entry @param entry entry to edit,public void show and edit bib entry entry,no
method selects given entry and scrolls it into view in table if entry editor is shown it is given focus afterwards,public void clear and select final bib entry bib entry,no
method is called from entry editor when it should be closed we relay to selection listener takes care of rest,public void entry editor closing,no
closes entry editor if it is showing given entry,private void ensure not showing bottom panel bib entry entry,no
depending on whether preview or entry editor is showing save current divider location in correct preference setting,private void save divider location number position,no
get array containing currently selected entries array is stable and not changed if selection changes list containing selected entries is never null,public list bib entry,no
set query user currently searches while basepanel is active,public void set current search query optional search query current search query,no
ensures that search auto completer is up to date when entries are changed aka let auto completer if harvest words from entry actual methods for autocomplete indexingmust run in javafx thread,private class search auto complete listener,no
ensures that results of current search are updated when new entry is inserted into database actual methods for performing search must run in javafx thread,private class search listener,no
keeps track of string dialog if it is open,private final map actions base action actions new hash map,no
to contain instantiated entry editors is to save time as most enums must not be null,private base panel mode mode base panel mode showing nothing,no
auto completer used in search bar,private person name suggestion provider search auto completer,yes
used to track whether base has changed since last save,private bib entry showing,no
query user searches when base panel is active,private optional search query current search query optional empty,no
ensure that at addition of new entry entry is added to groups interface,this bib database context get database register listener new group tree listener,no
ensure that entry changes mark panel as changed,,no
check if file is modified,string change flag is modified is autosave enabled,yes
if database is not empty and file is assigned database came from import and has to be treated somehow mark as changed also happens internally at basepanel to ensure consistency line 224,title append,no
action for copying selected entries,actions put actions copy this::copy,yes
action for pasting entries or cell contents more robust detection of available content flavors does not only look at first one offered support for parsing string flavor clipboard contents are bibtex entries allows you to paste entire bibtex entries from text editor web browser etc copy and paste entries between multiple instances of jab ref since only text representation seems to get as far as clipboard at least on system,actions put actions paste this::paste,no
action for copying selected entry key,actions put actions copy key this::copy key,yes
action for copying selected entry title,actions put actions copy title this::copy title,yes
action for copying cite for selected entry,actions put actions copy cite key this::copy cite key,no
action for copying bib te keys as hyperlinks to urls of selected entries,actions put actions copy key and link new copy bib te key and link action main table globals clipboard manager,no
collect non null titles,list string titles selected bib entries stream,no
entries had titles,output localization lang copied jab ref dialog service shorten dialog message copied titles,no
collect non null keys,for bib entry be bes,yes
entries had keys,output localization lang copied jab ref dialog service shorten dialog message copied cite command,no
collect non null keys,for bib entry be bes,yes
entries had keys,output localization lang copied jab ref dialog service shorten dialog message copied keys,no
ok in future version string should be configurable to allow arbitrary exports,string reader sr new string reader \\bibtexkey \\begin title \\format remove brackets \\title \\end title \n,no
collect non null keys,for bib entry be bes,yes
entries had keys,output localization lang copied jab ref dialog service shorten dialog message copied keys and titles,no
set owner and timestamp,update field set automatic fields bib entry true true globals prefs get update field preferences,no
create undoable insert entry object,get undo manager add edit new undoable insert entry bib database context get database bib entry,yes
database just changed,mark base changed,yes
focus field and entry in main table async to give entry editor time to load,entry editor set focus to field field,no
add listener binds selection to state manager todo should be replaced by proper java fx binding as soon as table is implemented in java fx,main table add selection listener list event globals state manager set selected entries main table get selected entries,no
update entry editor and preview according to selected entries,main table add selection listener event main table get selected entries,no
todo register actions globally,,no
restore last splitting state before main table is created as creation affects stored size of entry editors,adjust splitter,no
set up name autocompleter for search,instantiate search auto completer,yes
saves divider position as soon as it changes we need to keep reference to subscription otherwise binding gets garbage collected,divider position subscription easy bind monadic bindings value at split pane get dividers,no
create change monitor and change pane so we get notifications about outside changes to file,reset change monitor and change pane,no
if database is not empty and file is assigned database came from import and has to be treated somehow mark as changed,this base changed true,no
ensure that suggestion providers are in sync with entries,coarse change filter change filter new coarse change filter bib database context,no
create empty suggestion providers if auto completion is deactivated,suggestion providers new suggestion providers,no
put asterisk behind filename to indicate database has changed,frame set window title,no
run search operation,file finder file finder file finders construct from configuration globals prefs get auto link preferences,no
automatically add new entry to selected group or set of groups,if globals prefs get boolean jab ref preferences auto assign group,no
imo only used to update status found entries,default task executor run in java fx thread frame get global search bar perform search,no
url or doi found in url and doi fields look for web links in file field as fallback,,no
useful for checking out new algorithm improvements and thresholds not used inside jab ref code itself,public class crossref fetcher evaluator,no
method takes care of creating dependencies by default it just creates new instance of class dependencies without default constructor are constructed by hand,private static object create dependency class clazz,no
use own method to construct dependencies,injector set instance supplier default injector::create dependency,no
interface provides methods to create dialogs and show them to user,public interface dialog service,no
will create and display new @link choice dialog of type with default choice and collection of possible choices @impl note implementation should accept @code null for @code default choice but callers should use @link show choice dialog and wait string string string collection, optional show choice dialog and wait string title string content string ok button label default choice collection choices,no
will create and display new @link text input dialog with text fields to enter data,optional string show input dialog and wait string title string content,no
will create and display new @link text input dialog with text field with default value to enter data,optional string show input dialog with default and wait string title string content string default value,yes
will create and display new information dialog it will include blue information icon on left and single ok button to create information dialog with custom buttons see also @link show custom button dialog and wait alert alert type string string button type,void show information dialog and wait string title string content,no
will create and display new information dialog it will include yellow warning icon on left and single ok button to create warning dialog with custom buttons see also @link show custom button dialog and wait alert alert type string string button type,void show warning dialog and wait string title string content,no
will create and display new error dialog it will include red error icon on left and single ok button to create error dialog with custom buttons see also @link show custom button dialog and wait alert alert type string string button type,void show error dialog and wait string title string content,no
create and display error dialog displaying given exception @param message error message @param exception exception causing error,void show error dialog and wait string message throwable exception,yes
create and display error dialog displaying given exception @param exception exception causing error,void show error dialog and wait string title string content throwable exception,yes
create and display error dialog displaying given message,void show error dialog and wait string message,yes
will create and display new confirmation dialog it will include blue question icon on left and ok and cancel button to create confirmation dialog with custom buttons see also @link show custom button dialog and wait alert alert type string string button type,boolean show confirmation dialog and wait string title string content,no
create and display new confirmation dialog it will include blue question icon on left and ok with given label and cancel button to create confirmation dialog with custom buttons see also @link show custom button dialog and wait alert alert type string string button type,boolean show confirmation dialog and wait string title string content string ok button label,no
create and display new confirmation dialog it will include blue question icon on left and ok with given label and cancel also with given label button to create confirmation dialog with custom buttons see also @link show custom button dialog and wait alert alert type string string button type true if use clicked ok otherwise false,boolean show confirmation dialog and wait string title string content string ok button label string cancel button label,no
create and display new confirmation dialog it will include blue question icon on left and yes with given label and cancel also with given label button to create confirmation dialog with custom buttons see also @link show custom button dialog and wait alert alert type string string button type moreover dialog contains opt out checkbox with given text to support do not ask again behaviour,boolean show confirmation dialog with opt out and wait string title string content,no
create and display new confirmation dialog it will include blue question icon on left and yes with given label and cancel also with given label button to create confirmation dialog with custom buttons see also @link show custom button dialog and wait alert alert type string string button type moreover dialog contains opt out checkbox with given text to support do not ask again behaviour,boolean show confirmation dialog with opt out and wait string title string content,no
shows custom dialog and returns result @param dialog dialog to show type of result, optional show custom dialog and wait dialog dialog,yes
constructs and shows canceable progress dialog clicking cancel will cancel underlying service and close dialog @param title title of dialog @param content message to show above progress bar @param task task executes work and for to show dialog, void show progress dialog and wait string title string content task task,no
,void notify string message,no
shows new file save dialog method does not return until displayed file save dialog is dismissed return value specifies file chosen by user or empty optional if selection has been made after file was selected given file dialog configuration is updated with selected extension type if,optional path show file save dialog file dialog configuration file dialog configuration,no
shows new file open dialog method does not return until displayed open dialog is dismissed return value specifies file chosen by user or empty optional if selection has been made after file was selected given file dialog configuration is updated with selected extension type if selected file or empty optional if file has been selected,optional path show file open dialog file dialog configuration file dialog configuration,no
shows new file open dialog method does not return until displayed open dialog is dismissed return value specifies files chosen by user or empty list if selection has been made selected files or empty list if file has been selected,list path show file open dialog and get multiple files file dialog configuration file dialog configuration,no
shows new directory selection dialog method does not return until displayed open dialog is dismissed return value specifies file chosen by user or empty optional if selection has been made selected directory or empty optional if directory has been selected,optional path show directory selection dialog directory dialog configuration directory dialog configuration,no
displays print dialog allow user to update job state such as printer and settings changes will be available in appropriate properties after print dialog has returned print dialog is also used to confirm user wants to proceed with printing,boolean show print dialog printer job job,no
shows new dialog list files contained in given archive and lets user select one of files method does not return until displayed open dialog is dismissed return value specifies file chosen by user or empty optional if selection has been made selected file or empty optional if file has been selected,optional path show file open from archive dialog path archive path throws io exception,no
contains different @link data format may occur in jab ref,public class drag and drop data formats,no
dialog prompts user to choose type for entry returns null if canceled,public class entry type view extends base dialog entry type,no
button type will always be cancel even if we pressed one of entry type buttons,return type,no
we set managed property so that they will only be rendered when they are visble so that nodes only take space when visible avoids removing and adding from scence graph,bib tex title pane managed property bind bib tex title pane visible property,no
do nothing,break,yes
class provides super class for dialogs implemented in java fx to create custom java fx dialog one should create instance of class and set dialog pane through inherited @link dialog set dialog pane dialog pane method dialog can be shown via @link dialog show or @link dialog show and wait layout of pane should be defined in external fxml file and loaded it via @link fxml loader,public class fx dialog extends alert,no
field is initialized upon startup only gui code is allowed to access it logic code should use dependency injection,public static journal abbreviation loader journal abbreviation loader,no
field is initialized upon startup only gui code is allowed to access it logic code should use dependency injection,public static protected terms loader protected terms loader,no
manager for state of gui,,no
remote listener,public static final remote listener server lifecycle remote listener new remote listener server lifecycle,yes
in main program field is initialized in jab ref java test case initializes field if required,public static jab ref preferences prefs,no
key binding preferences,private static key binding repository key binding repository,no
key binding preferences,public static synchronized key binding repository get key prefs,yes
background tasks,public static void start background tasks throws jab ref exception,yes
fixme workaround for bug,sdk shutdown activity instance stop all,no
static variables for graphics files and keyboard shortcuts,public class gui globals,no
perform initializations are only used in graphical mode is to prevent xlib connection to refused by server error when access to server on un*x is unavailable,public static void init,no
add additional space to improve appearance,public static final int width icon col 16 12,no
width of ranking icon column,public static final int width icon col ranking 16,yes
set up entry editor colors first time,gui globals update entry editor colors,no
update preferences,globals prefs put int jab ref preferences font size size,yes
number of characters per line,private static final int width 100,no
boolean options,options add option help false localization lang display help on command line options,no
class provides methods to create default java fx dialogs will also work on top of swing windows created dialogs are instances of @link fx dialog class available dialogs in class are useful for displaying small information graphic dialogs rather than complex windows for more complex dialogs it is advised to rather create new sub class of @link fx dialog,public class jab ref dialog service implements dialog service,no
need to force alert to layout in order to grab graphic as we are replacing dialog pane with custom pane,alert get dialog pane apply css,no
create new dialog pane has checkbox instead of hide show details button use supplied callback for action of checkbox,alert set dialog pane new dialog pane,no
fool dialog into thinking there is expandable content group wo not take up space if it has children,alert get dialog pane set expandable content new group,no
jab ref launcher,public class jab ref launcher,yes
side pane is displayed at left side of jab ref and shows instances of @link side pane component,public class side pane extends border pane,no
override method if component needs to make changes before it can close,public void before closing,no
override method if component needs to do actions after it is shown,public void after opening,no
nothing to do by default,,yes
auto generated method stub,return null,yes
auto generated method stub,return false,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,,yes
auto generated method stub,return false,yes
auto generated method stub,,yes
auto generated method stub,,yes
auto generated method stub,,yes
auto generated method stub,return false,yes
auto generated method stub,return null,yes
auto generated method stub,,yes
auto generated method stub,return false,yes
auto generated method stub,,yes
auto generated method stub,return null,yes
auto generated method stub,,yes
auto generated method stub,return,yes
auto generated method stub,return null,yes
auto generated method stub,,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,,yes
auto generated method stub,,yes
auto generated method stub,return,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,,yes
auto generated method stub,,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return false,yes
auto generated method stub,,yes
auto generated method stub,,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,return null,yes
auto generated method stub,,yes
auto generated method stub,return null,yes
auto generated method stub,,yes
auto generated method stub,,yes
auto generated method stub,return,yes
