id,type,comment,code,non-information
SR23,Javadoc,This package contains stubs for oracle.jdbc to prevent build errors if the non-distributable oraclejdbdc6.jar is unavailable in the classpath,package oracle.jdbc;,no
SR24,Line,empty,},yes
SR25,Javadoc,Annotation to indicate that usage of ApacheCommonsLang3 is explicitly allowed. The intention is to fully switch to Google Guava and only use Apache Commons Lang3 if there is no other possibility,public @interface ApacheCommonsLang3Allowed {,no
SR26,Line,The rationale,String value();,yes
SR27,Line,print statistics,System.out.println(new AuxParserResultViewModel(result).getInformation(true));,no
SR28,Javadoc,Defines the different modes that the BasePanel can operate in,,no
SR29,Javadoc,Puts content onto the clipboard.,public void setContent(ClipboardContent content) {,yes
SR30,Javadoc,"Get the String residing on the clipboard. @return any text found on the Clipboard; if none found, return an empty String.",public String getContents() {,yes
SR31,Javadoc,"Will open a file (like importFile), but will also request JabRef to focus on this database",private static Optional<ParserResult> importToOpenBase(String argument) {,no
SR32,Javadoc,Run an entry fetcher from the command line.,private Optional<ParserResult> fetch(String fetchCommand) {,no
SR33,Line,Download web resource to temporary file,try {,yes
SR34,Line,"* means ""guess the format"":","System.out.println(Localization.lang(""Importing in unknown format"") + "": "" + file);",no
SR35,Line,Check if we should reset all preferences to default values:,if (cli.isPreferencesReset()) {,no
SR36,Line,Check if we should import preferences from a file:,if (cli.isPreferencesImport()) {,yes
SR37,Line,List to put imported/loaded database(s) in.,List<ParserResult> loaded = importAndOpenFiles();,yes
SR38,Line,enables blanks within the search term: $ stands for a blank,"String searchTerm = data[0].replace(""\\$"", "" "");",no
SR39,Line,export matches,if (!matches.isEmpty()) {,no
SR40,Line,"read in the export format, take default format if no format entered",switch (data.length) {,no
SR41,Line,default exporter: HTML table (with Abstract & BibTeX),"formatName = ""tablerefsabsbib"";",no
SR42,Line,export new database,Optional<Exporter> exporter = Globals.exportFactory.getExporterByName(formatName);,no
SR44,Line,"Leftover arguments that have a ""bib"" extension are interpreted as BIB files to open. Other files, and files that could not be opened as bib, we try to import instead.","boolean bibExtension = aLeftOver.toLowerCase(Locale.ENGLISH).endsWith(""bib"");",no
SR45,Line,"We will try to import this file. Normally we will import it into a new tab, but if this import has been initiated by another instance through the remote listener, we will instead import it into the current library. This will enable easy integration with web browsers that can open a reference file in JabRef.",if (startupMode == Mode.INITIAL_START) {,no
SR46,Line,"write an output, if something could be resolved",if ((newBase != null) && newBase.hasEntries()) {,no
SR47,Line,Show just a warning message if encoding did not work for all characters:,if (fileWriter.hasEncodingProblems()) {,yes
SR48,Line,This signals that the latest import should be stored in BibTeX format to the given file.,if (!loaded.isEmpty()) {,no
SR49,Line,This signals that the latest import should be stored in the given format to the given file.,ParserResult pr = loaded.get(loaded.size() - 1);,no
SR50,Line,"Set the global variable for this database's file directory before exporting, so formatters can resolve linked files correctly. (This is an ugly hack!)",File theFile = pr.getFile().get();,no
SR52,Block,"String clearSearch = ""clearSearch""; mainTable.getInputMap().put(Globals.getKeyPrefs().getKey(KeyBinding.CLEAR_SEARCH), clearSearch); mainTable.getActionMap().put(clearSearch, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { // need to close these here, b/c this action overshadows the responsible actions when the main table is selected switch (mode) { case SHOWING_NOTHING: frame.getGlobalSearchBar().endSearch(); break; case SHOWING_PREVIEW: getPreviewPanel().close(); break; case SHOWING_EDITOR: case WILL_SHOW_EDITOR: entryEditorClosing(getEntryEditor()); break; default: LOGGER.warn(""unknown BasePanelMode: '"" + mode + ""', doing nothing""); break; } } });mainTable.getActionMap().put(Actions.CUT, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { try { runCommand(Actions.CUT); } catch (Throwable ex) { LOGGER.warn(""Could not cut"", ex); } } }); mainTable.getActionMap().put(Actions.COPY, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { try { runCommand(Actions.COPY); } catch (Throwable ex) { LOGGER.warn(""Could not copy"", ex); } } }); mainTable.getActionMap().put(Actions.PASTE, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { try { runCommand(Actions.PASTE); } catch (Throwable ex) { LOGGER.warn(""Could not paste"", ex); } } });",},no
SR53,Block,"The search can lead to an unexpected 100% CPU usage which is perceived as a bug, if the search incidentally starts at a directory with lots of stuff below. It is now disabled by default. *",private class SearchAutoCompleteListener {,no
SR54,Javadoc,"Returns a collection of suggestion providers, which are populated from the current library.",public SuggestionProviders getSuggestionProviders() {,no
SR55,Javadoc,*Generates and copies citations based on the selected entries to the clipboard @param outputFormat the desired {@link CitationStyleOutputFormat},private void copyCitationToClipboard(CitationStyleOutputFormat outputFormat) {,no
SR56,Javadoc,"Removes the selected entries from the database @param cut If false the user will get asked if he really wants to delete the entries, and it will be localized as ""deleted"". If true the action will be localized as ""cut""",public void delete(boolean cut) {,no
SR58,Javadoc,"This method is called from JabRefFrame if a database specific action is requested by the user. Runs the command if it is defined, or prints an error message to the standard error stream.",public void runCommand(final Actions command) {,no
SR59,Javadoc,This method is called from JabRefFrame when the user wants to create a new entry. @param bibEntry The new entry.,public void insertEntry(final BibEntry bibEntry) {,no
SR60,Javadoc,Set up auto completion for this database,private void setupAutoCompletion() {,yes
SR61,Javadoc,"Sets the entry editor as the bottom component in the split pane. If an entry editor already was shown, makes sure that the divider doesn't move. Updates the mode to SHOWING_EDITOR. Then shows the given entry.@param entry The entry to edit.",public void showAndEdit(BibEntry entry) {,no
SR63,Javadoc,"This method selects the given entry, and scrolls it into view in the table. If an entryEditor is shown, it is given focus afterwards.",public void clearAndSelect(final BibEntry bibEntry) {,no
SR64,Javadoc,"This method is called from an EntryEditor when it should be closed. We relay to the selection listener, which takes care of the rest.",public void entryEditorClosing() {,no
SR65,Javadoc,Closes the entry editor if it is showing the given entry.,private void ensureNotShowingBottomPanel(BibEntry entry) {,no
SR66,Javadoc,"Depending on whether a preview or an entry editor is showing, save the current divider location in the correct preference setting.",private void saveDividerLocation(Number position) {,no
SR68,Javadoc,Get an array containing the currently selected entries. The array is stable and not changed if the selection changes @return A list containing the selected entries. Is never null.,public List<BibEntry> getSelectedEntries() {,no
SR69,Javadoc,Set the query the user currently searches while this basepanel is active,public void setCurrentSearchQuery(Optional<SearchQuery> currentSearchQuery) {,no
SR70,Javadoc,"Ensures that the search auto completer is up to date when entries are changed AKA Let the auto completer, if any, harvest words from the entry Actual methods for autocomplete indexingmust run in javafx thread",private class SearchAutoCompleteListener {,no
SR71,Javadoc,Ensures that the results of the current search are updated when a new entry is inserted into the database Actual methods for performing search must run in javafx thread,private class SearchListener {,no
SR73,Line,Keeps track of the string dialog if it is open.,"private final Map<Actions, BaseAction> actions = new HashMap<>();",no
SR74,Line,"To contain instantiated entry editors. This is to save time As most enums, this must not be null",private BasePanelMode mode = BasePanelMode.SHOWING_NOTHING;,no
SR75,Line,AutoCompleter used in the search bar,private PersonNameSuggestionProvider searchAutoCompleter;,yes
SR76,Line,Used to track whether the base has changed since last save.,private BibEntry showing;,no
SR77,Line,the query the user searches when this BasePanel is active,private Optional<SearchQuery> currentSearchQuery = Optional.empty();,no
SR78,Line,"ensure that at each addition of a new entry, the entry is added to the groups interface",this.bibDatabaseContext.getDatabase().registerListener(new GroupTreeListener());,no
SR79,Line,ensure that all entry changes mark the panel as changed,this.bibDatabaseContext.getDatabase().registerListener(this);,no
SR80,Line,check if file is modified,"String changeFlag = isModified() && !isAutosaveEnabled ? ""*"" : """";",yes
SR81,Line,"if the database is not empty and no file is assigned, the database came from an import and has to be treated somehow -> mark as changed This also happens internally at basepanel to ensure consistency line 224",title.append('*');,no
SR84,Line,The action for copying selected entries.,"actions.put(Actions.COPY, this::copy);",yes
SR85,Line,"The action for pasting entries or cell contents. - more robust detection of available content flavors (doesn't only look at first one offered) - support for parsing string-flavor clipboard contents which are bibtex entries. This allows you to (a) paste entire bibtex entries from a text editor, web browser, etc (b) copy and paste entries between multiple instances of JabRef (since only the text representation seems to get as far as the X clipboard, at least on my system)","actions.put(Actions.PASTE, this::paste);",no
SR88,Line,The action for copying the selected entry's key.,"actions.put(Actions.COPY_KEY, this::copyKey);",yes
SR89,Line,The action for copying the selected entry's title.,"actions.put(Actions.COPY_TITLE, this::copyTitle);",yes
SR90,Line,The action for copying a cite for the selected entry.,"actions.put(Actions.COPY_CITE_KEY, this::copyCiteKey);",no
SR92,Line,The action for copying the BibTeX keys as hyperlinks to the urls of the selected entries,"actions.put(Actions.COPY_KEY_AND_LINK, new CopyBibTeXKeyAndLinkAction(mainTable, Globals.clipboardManager));",no
SR94,Line,Collect all non-null titles.,List<String> titles = selectedBibEntries.stream(),no
SR95,Line,All entries had titles.,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedTitles) + ""'."");",no
SR96,Line,Collect all non-null keys.,for (BibEntry be : bes) {,yes
SR98,Line,All entries had keys.,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedCiteCommand) + ""'."");",no
SR99,Line,Collect all non-null keys.,for (BibEntry be : bes) {,yes
SR100,Line,All entries had keys.,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedKeys) + ""'."");",no
SR101,Line,"OK: in a future version, this string should be configurable to allow arbitrary exports","StringReader sr = new StringReader(""\\bibtexkey - \\begin{title}\\format[RemoveBrackets]{\\title}\\end{title}\n"");",no
SR102,Line,Collect all non-null keys.,for (BibEntry be : bes) {,yes
SR103,Line,All entries had keys.,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedKeysAndTitles) + ""'."");",no
SR106,Line,Set owner and timestamp,"UpdateField.setAutomaticFields(bibEntry, true, true, Globals.prefs.getUpdateFieldPreferences());",no
SR107,Line,Create an UndoableInsertEntry object.,"getUndoManager().addEdit(new UndoableInsertEntry(bibDatabaseContext.getDatabase(), bibEntry));",yes
SR108,Line,The database just changed.,markBaseChanged();,yes
SR109,Line,Focus field and entry in main table (async to give entry editor time to load),entryEditor.setFocusToField(field);,no
SR110,Line,Add the listener that binds selection to state manager (TODO: should be replaced by proper JavaFX binding as soon as table is implemented in JavaFX),mainTable.addSelectionListener(listEvent -> Globals.stateManager.setSelectedEntries(mainTable.getSelectedEntries()));,no
SR111,Line,Update entry editor and preview according to selected entries,mainTable.addSelectionListener(event -> mainTable.getSelectedEntries(),no
SR112,Line,TODO: Register these actions globally,/*,no
SR113,Line,restore last splitting state (before mainTable is created as creation affects the stored size of the entryEditors),adjustSplitter();,no
SR114,Line,Set up name autocompleter for search:,instantiateSearchAutoCompleter();,yes
SR115,Line,"Saves the divider position as soon as it changes We need to keep a reference to the subscription, otherwise the binding gets garbage collected","dividerPositionSubscription = EasyBind.monadic(Bindings.valueAt(splitPane.getDividers(), 0))",no
SR117,Line,create changeMonitor and changePane so we get notifications about outside changes to the file.,resetChangeMonitorAndChangePane();,no
SR118,Line,"if the database is not empty and no file is assigned, the database came from an import and has to be treated somehow -> mark as changed",this.baseChanged = true;,no
SR119,Line,Ensure that the suggestion providers are in sync with entries,CoarseChangeFilter changeFilter = new CoarseChangeFilter(bibDatabaseContext);,no
SR120,Line,Create empty suggestion providers if auto completion is deactivated,suggestionProviders = new SuggestionProviders();,no
SR121,Line,Put an asterisk behind the filename to indicate the database has changed.,frame.setWindowTitle();,no
SR122,Line,Run the search operation:,FileFinder fileFinder = FileFinders.constructFromConfiguration(Globals.prefs.getAutoLinkPreferences());,no
SR124,Line,Automatically add new entry to the selected group (or set of groups),if (Globals.prefs.getBoolean(JabRefPreferences.AUTO_ASSIGN_GROUP)) {,no
SR125,Line,IMO only used to update the status (found X entries),DefaultTaskExecutor.runInJavaFXThread(() -> frame.getGlobalSearchBar().performSearch());,no
SR126,Line,"No URL or DOI found in the ""url"" and ""doi"" fields. Look for web links in the ""file"" field as a fallback:",,no
SR127,Javadoc,Useful for checking out new algorithm improvements and thresholds. Not used inside the JabRef code itself.,public class CrossrefFetcherEvaluator {,no
SR128,Javadoc,"This method takes care of creating dependencies. By default, it just creates a new instance of the class. Dependencies without default constructor are constructed by hand.",private static Object createDependency(Class<?> clazz) {,no
SR129,Line,Use our own method to construct dependencies,Injector.setInstanceSupplier(DefaultInjector::createDependency);,no
SR131,Javadoc,This interface provides methods to create dialogs and show them to the user.,public interface DialogService {,no
SR132,Javadoc,"This will create and display new {@link ChoiceDialog} of type T with a default choice and a collection of possible choices  @implNote The implementation should accept {@code null} for {@code defaultChoice}, but callers should use {@link #showChoiceDialogAndWait(String, String, String, Collection)}.","<T> Optional<T> showChoiceDialogAndWait(String title, String content, String okButtonLabel, T defaultChoice, Collection<T> choices);",no
SR134,Javadoc,This will create and display new {@link TextInputDialog} with a text fields to enter data,"Optional<String> showInputDialogAndWait(String title, String content);",no
SR135,Javadoc,This will create and display new {@link TextInputDialog} with a text field with a default value to enter data,"Optional<String> showInputDialogWithDefaultAndWait(String title, String content, String defaultValue);",yes
SR136,Javadoc,"This will create and display a new information dialog. It will include a blue information icon on the left and a single OK Button. To create an information dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}","void showInformationDialogAndWait(String title, String content);",no
SR137,Javadoc,"This will create and display a new information dialog. It will include a yellow warning icon on the left and a single OK Button. To create a warning dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}","void showWarningDialogAndWait(String title, String content);",no
SR138,Javadoc,"This will create and display a new error dialog. It will include a red error icon on the left and a single OK Button. To create a error dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}","void showErrorDialogAndWait(String title, String content);",no
SR139,Javadoc,Create and display error dialog displaying the given exception. @param message   the error message @param exception the exception causing the error,"void showErrorDialogAndWait(String message, Throwable exception);",yes
SR141,Javadoc, Create and display error dialog displaying the given exception. @param exception the exception causing the error,"void showErrorDialogAndWait(String title, String content, Throwable exception);",yes
SR142,Javadoc,Create and display error dialog displaying the given message.,void showErrorDialogAndWait(String message);,yes
SR143,Javadoc,"This will create and display a new confirmation dialog. It will include a blue question icon on the left and a OK and Cancel button. To create a confirmation dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}","boolean showConfirmationDialogAndWait(String title, String content);",no
SR144,Javadoc,"Create and display a new confirmation dialog. It will include a blue question icon on the left and a OK (with given label) and Cancel button. To create a confirmation dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}.","boolean showConfirmationDialogAndWait(String title, String content, String okButtonLabel);",no
SR145,Javadoc,"Create and display a new confirmation dialog. It will include a blue question icon on the left and a OK (with given label) and Cancel (also with given label) button. To create a confirmation dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}. @return true if the use clicked ""OK"" otherwise false","boolean showConfirmationDialogAndWait(String title, String content, String okButtonLabel, String cancelButtonLabel);",no
SR146,Javadoc,"Create and display a new confirmation dialog. It will include a blue question icon on the left and a YES (with given label) and Cancel (also with given label) button. To create a confirmation dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}. Moreover, the dialog contains a opt-out checkbox with the given text to support ""Do not ask again""-behaviour.","boolean showConfirmationDialogWithOptOutAndWait(String title, String content,",no
SR147,Javadoc,"Create and display a new confirmation dialog. It will include a blue question icon on the left and a YES (with given label) and Cancel (also with given label) button. To create a confirmation dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}. Moreover, the dialog contains a opt-out checkbox with the given text to support ""Do not ask again""-behaviour.","boolean showConfirmationDialogWithOptOutAndWait(String title, String content,",no
SR150,Javadoc,Shows a custom dialog and returns the result. @param dialog dialog to show @param <R>    type of result,<R> Optional<R> showCustomDialogAndWait(Dialog<R> dialog);,yes
SR151,Javadoc,Constructs and shows a canceable {@link ProgressDialog}. Clicking cancel will cancel the underlying service and close the dialog @param title title of the dialog @param content message to show above the progress bar @param task The {@link Task} which executes the work and for which to show the dialog,"<V> void showProgressDialogAndWait(String title, String content, Task<V> task);",no
SR152,Javadoc,,void notify(String message);,no
SR153,Javadoc,"Shows a new file save dialog. The method doesn't return until the displayed file save dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. After a file was selected, the given file dialog configuration is updated with the selected extension type (if any).",Optional<Path> showFileSaveDialog(FileDialogConfiguration fileDialogConfiguration);,no
SR154,Javadoc," Shows a new file open dialog. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. After a file was selected, the given file dialog configuration is updated with the selected extension type (if any). @return the selected file or an empty {@link Optional} if no file has been selected",Optional<Path> showFileOpenDialog(FileDialogConfiguration fileDialogConfiguration);,no
SR155,Javadoc,Shows a new file open dialog. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the files chosen by the user or an empty {@link List} if no selection has been made. @return the selected files or an empty {@link List} if no file has been selected,List<Path> showFileOpenDialogAndGetMultipleFiles(FileDialogConfiguration fileDialogConfiguration);,no
SR156,Javadoc,Shows a new directory selection dialog. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. @return the selected directory or an empty {@link Optional} if no directory has been selected,Optional<Path> showDirectorySelectionDialog(DirectoryDialogConfiguration directoryDialogConfiguration);,no
SR157,Javadoc,Displays a Print Dialog. Allow the user to update job state such as printer and settings. These changes will be available in the appropriate properties after the print dialog has returned. The print dialog is also used to confirm the user wants to proceed with printing.,boolean showPrintDialog(PrinterJob job);,no
SR158,Javadoc,Shows a new dialog that list all files contained in the given archive and which lets the user select one of these files. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. @return the selected file or an empty {@link Optional} if no file has been selected,Optional<Path> showFileOpenFromArchiveDialog(Path archivePath) throws IOException;,no
SR159,Javadoc,Contains all the different {@link DataFormat}s that may occur in JabRef.,public class DragAndDropDataFormats {,no
SR160,Javadoc,Dialog that prompts the user to choose a type for an entry. Returns null if canceled.,public class EntryTypeView extends BaseDialog<EntryType> {,no
SR161,Line,"The buttonType will always be cancel, even if we pressed one of the entry type buttons",return type;,no
SR162,Line,we set the managed property so that they will only be rendered when they are visble so that the Nodes only take the space when visible avoids removing and adding from the scence graph,bibTexTitlePane.managedProperty().bind(bibTexTitlePane.visibleProperty());,no
SR163,Line,Do nothing,break;,yes
SR166,Javadoc,This class provides a super class for all dialogs implemented in JavaFX. To create a custom JavaFX dialog one should create an instance of this class and set a dialog pane through the inherited {@link Dialog#setDialogPane(DialogPane)} method. The dialog can be shown via {@link Dialog#show()} or {@link Dialog#showAndWait()}. The layout of the pane should be defined in an external fxml file and loaded it via the {@link FXMLLoader}.,public class FXDialog extends Alert {,no
SR167,Javadoc,"This field is initialized upon startup. Only GUI code is allowed to access it, logic code should use dependency injection.",public static JournalAbbreviationLoader journalAbbreviationLoader;,no
SR168,Javadoc,"This field is initialized upon startup. Only GUI code is allowed to access it, logic code should use dependency injection.",public static ProtectedTermsLoader protectedTermsLoader;,no
SR169,Javadoc,Manager for the state of the GUI.,,no
SR171,Line,Remote listener,public static final RemoteListenerServerLifecycle REMOTE_LISTENER = new RemoteListenerServerLifecycle();,yes
SR172,Line,"In the main program, this field is initialized in JabRef.java Each test case initializes this field if required",public static JabRefPreferences prefs;,no
SR173,Line,Key binding preferences,private static KeyBindingRepository keyBindingRepository;,no
SR174,Line,Key binding preferences,public static synchronized KeyBindingRepository getKeyPrefs() {,yes
SR175,Line,Background tasks,public static void startBackgroundTasks() throws JabRefException {,yes
SR176,Line,FIXME: Workaround for bug https://github.com/Microsoft/ApplicationInsights-Java/issues/662,SDKShutdownActivity.INSTANCE.stopAll();,no
SR177,Javadoc,Static variables for graphics files and keyboard shortcuts.,public class GUIGlobals {,no
SR178,Javadoc,"Perform initializations that are only used in graphical mode. This is to prevent the ""Xlib: connection to "":0.0"" refused by server"" error when access to the X server on Un*x is unavailable.",public static void init() {,no
SR179,Line,add some additional space to improve appearance,public static final int WIDTH_ICON_COL = 16 + 12;,no
SR180,Line,Width of Ranking Icon Column,public static final int WIDTH_ICON_COL_RANKING = 5 * 16;,yes
SR181,Line,"Set up entry editor colors, first time:",GUIGlobals.updateEntryEditorColors();,no
SR182,Line,update preferences,"Globals.prefs.putInt(JabRefPreferences.FONT_SIZE, size);",yes
SR183,Line,Number of characters per line,private static final int WIDTH = 100;,no
SR184,Line,boolean options,"options.addOption(""h"", ""help"", false, Localization.lang(""Display help on command line options""));",no
SR186,Javadoc,This class provides methods to create default JavaFX dialogs which will also work on top of Swing windows. The created dialogs are instances of the {@link FXDialog} class. The available dialogs in this class are useful for displaying small information graphic dialogs rather than complex windows. For more complex dialogs it is advised to rather create a new sub class of {@link FXDialog}.,public class JabRefDialogService implements DialogService {,no
SR188,Line,Need to force the alert to layout in order to grab the graphic as we are replacing the dialog pane with a custom pane,alert.getDialogPane().applyCss();,no
SR189,Line,Create a new dialog pane that has a checkbox instead of the hide/show details button Use the supplied callback for the action of the checkbox,alert.setDialogPane(new DialogPane() {,no
SR190,Line,Fool the dialog into thinking there is some expandable content; a group won't take up any space if it has no children,alert.getDialogPane().setExpandableContent(new Group());,no
SR192,Javadoc,JabRef Launcher,public class JabRefLauncher {,yes
SR193,Javadoc,The side pane is displayed at the left side of JabRef and shows instances of {@link SidePaneComponent}.,public class SidePane extends BorderPane {,no
SR195,Javadoc,Override this method if the component needs to make any changes before it can close.,public void beforeClosing() {,no
SR196,Javadoc,Override this method if the component needs to do any actions after it is shown.,public void afterOpening() {,no
SR200,Line,Nothing to do by default,},yes
SR201,Line,Auto-generated method stub,return null;,yes
SR202,Line,Auto-generated method stub,return false;,yes
SR203,Line,Auto-generated method stub,return null;,yes
SR204,Line,Auto-generated method stub,return null;,yes
SR205,Line,Auto-generated method stub,return null;,yes
SR206,Line,Auto-generated method stub,return null;,yes
SR207,Line,Auto-generated method stub,,yes
SR208,Line,Auto-generated method stub,return false;,yes
SR209,Line,Auto-generated method stub,,yes
SR210,Line,Auto-generated method stub,,yes
SR211,Line,Auto-generated method stub,,yes
SR212,Line,Auto-generated method stub,return false;,yes
SR213,Line,Auto-generated method stub,return null;,yes
SR214,Line,Auto-generated method stub,,yes
SR215,Line,Auto-generated method stub,return false;,yes
SR216,Line,Auto-generated method stub,,yes
SR217,Line,Auto-generated method stub,return null;,yes
SR218,Line,Auto-generated method stub,,yes
SR219,Line,Auto-generated method stub,return 0;,yes
SR220,Line,Auto-generated method stub,return null;,yes
SR221,Line,Auto-generated method stub,,yes
SR222,Line,Auto-generated method stub,return null;,yes
SR223,Line,Auto-generated method stub,return null;,yes
SR224,Line,Auto-generated method stub,return null;,yes
SR225,Line,Auto-generated method stub,return null;,yes
SR226,Line,Auto-generated method stub,,yes
SR227,Line,Auto-generated method stub,,yes
SR228,Line,Auto-generated method stub,return 0;,yes
SR229,Line,Auto-generated method stub,return null;,yes
SR230,Line,Auto-generated method stub,return null;,yes
SR231,Line,Auto-generated method stub,,yes
SR232,Line,Auto-generated method stub,,yes
SR233,Line,Auto-generated method stub,return null;,yes
SR234,Line,Auto-generated method stub,return null;,yes
SR235,Line,Auto-generated method stub,return null;,yes
SR236,Line,Auto-generated method stub,return null;,yes
SR237,Line,Auto-generated method stub,return null;,yes
SR238,Line,Auto-generated method stub,return null;,yes
SR239,Line,Auto-generated method stub,return null;,yes
SR240,Line,Auto-generated method stub,return null;,yes
SR241,Line,Auto-generated method stub,return null;,yes
SR242,Line,Auto-generated method stub,return null;,yes
SR243,Line,Auto-generated method stub,return false;,yes
SR244,Line,Auto-generated method stub,,yes
SR245,Line,Auto-generated method stub,,yes
SR246,Line,Auto-generated method stub,return null;,yes
SR247,Line,Auto-generated method stub,return null;,yes
SR248,Line,Auto-generated method stub,return null;,yes
SR249,Line,Auto-generated method stub,return null;,yes
SR250,Line,Auto-generated method stub,,yes
SR251,Line,Auto-generated method stub,return null;,yes
SR252,Line,Auto-generated method stub,,yes
SR253,Line,Auto-generated method stub,,yes
SR254,Line,Auto-generated method stub,return 0;,yes
