comment,code,non-information
We try to find the page that is displayed in the center of the viewport,Optional<DocumentViewerPage> inMiddleOfViewport = Optional.empty();,no
Function to get the command name in case it is different from the application name,protected String getCommandName() {,no
Check if we are running an acceptable version of Java,final BuildInfo buildInfo = Globals.BUILD_INFO;,yes
{@inheritDoc},@Override,yes
Alt on Windows,"LOGGER.debug(""Mode LINK"");",no
General information,VBox contextPanel = new VBox(10);,no
"compare normalized markers, since the actual markers can be different",String[] markers = normCitMarkers[i];,no
all keywords from first entry have to be added,BibEntry firstEntry = entries.get(0);,no
"must be set here, because in initialize the button is still null",btnConnect.disableProperty().bind(viewModel.formValidation().validProperty().not());,no
everything is ok,return null;,yes
See if we can find a type with matching name in the default type list:,ExternalFileType found = null;,no
We need to wait with setting the divider since it gets reset a few times during the initial set-up,mainStage.showingProperty().addListener(new ChangeListener<Boolean>() {,no
"We calculate the new hit value We could be more intelligent and try to figure out the new number of hits based on the entry change for example, a previously matched entry gets removed -> hits = hits - 1",BackgroundTask,no
"It was modified. Remove its entry from the defaults list, since the type hasn't been removed:",defTypes.remove(found);,no
Cannot rename remote links,return;,no
remember modified children for redo,m_modifiedSubtree.clear();,no
If the given component is visible it will be hidden and the other way around.,public void toggle(SidePaneType type) {,yes
Interface presents user-described paste behaviour applying to paste method,@FunctionalInterface,no
"icon.setToo(Localization.lang(""Open"") + "" PDF"");","TABLE_ICONS.put(StandardField.PDF, icon);",yes
First get a list of the default file types as a starting point:,List<ExternalFileType> types = new ArrayList<>(getDefaultExternalFileTypes());,no
"The name to change to is already in the database, so we can't comply.","LOGGER.info(""Cannot rename string '"" + mem + ""' to '"" + disk + ""' because the name """,no
"Look up the external file type registered with this name, if any.",public Optional<ExternalFileType> getExternalFileTypeByName(String name) {,no
"TODO: Add undo/redo ce.addEdit(new UndoableInsertEntry(panel.getDatabase(), entry));",,no
The action concerned with generate a new (sub-)database from latex AUX file.,public class NewSubLibraryAction extends SimpleCommand {,no
Starts the search of unlinked files according chosen directory and the file type selection. The search will process in a separate thread and a progress indicator will be displayed.,private void startSearch() {,no
Gets the filename for the current linked file and compares it to the new suggested filename.,public boolean isGeneratedNameSameAsOriginal() {,no
Modified externally.,"fieldChanges.add(new FieldChangeViewModel(field, memEntry, tmpEntry, mem.orElse(null), tmp.get(), disk.get()));",no
Responsible for managing of all threads (except GUI threads) in JabRef,public class JabRefExecutorService {,no
all the logic is done in openIt. Even raising an existing panel,"getOpenDatabaseAction().openFile(file, true);",no
Focuses the given field.,public void requestFocus(Field fieldName) {,yes
Set pasteActionHandler variable to passed handler,public void setPasteActionHandler(PasteActionHandler handler) {,yes
Gets invoked if the user selects a different group. We need to notify the {@link StateManager} about this change so that the main table gets updated.,private void onSelectedGroupChanged(ObservableList<GroupNodeViewModel> newValue) {,no
Merge entries:,for (BibEntry entry : pr.getDatabase().getEntries()) {,no
This panel contains the two comboboxes and the Add button,private GridPane getSelectorPanel() {,no
Gets invoked if the user changes the active database. We need to get the new group tree and update the view,private void onActiveDatabaseChanged(Optional<BibDatabaseContext> newDatabase) {,no
"Use ""-a <application>"" if the app is specified, and just ""open <filename>"" otherwise:","String[] cmd = (application != null) && !application.isEmpty() ? new String[] {""/usr/bin/open"", ""-a"",",no
set default values (overwritten if editedGroup != null),keywordGroupSearchField.setText(prefs.get(JabRefPreferences.GROUPS_DEFAULT_FIELD));,no
Check if the cloned entry has a crossref field,clonedEntry.getField(StandardField.CROSSREF).ifPresent(crossref -> {,yes
Print icon used for menu,"SpecialFieldViewModel printedViewModel = new SpecialFieldViewModel(SpecialField.PRINTED, undoManager);",no
"Return a String array representing this file type. This is used for storage into Preferences, and the same array can be used to construct the file type later, using the String[] constructor.",private String[] getStringArrayRepresentation(ExternalFileType type) {,no
must be here,Abbreviation abbreviation = journalAbbreviationRepository.getAbbreviation(text).get();,yes
This method will write all abbreviations of this abbreviation file to the file on the file system. It essentially will check if the current file is a built in list and if not it will call {@link AbbreviationWriter#writeOrCreate()}.,public void writeOrCreate() throws IOException {,no
"Constructs an {@link Image} for the image representing the given function, in the resource file listing images.@param name The name of the icon, such as ""open"", ""save"", ""saveAs"" etc. @return The {@link Image} for the function.",private static Image getImageFX(String name) {,no
Need to toggle a twice to make sure everything is selected,root.setSelected(true);,no
fetch entries from GUI,GlobalBibtexKeyPattern keypatterns = getKeyPatternAsGlobalBibtexKeyPattern();,no
"icon.setToolTipText(Localization.lang(""Open %0 file"", fileType.getName()));","TABLE_ICONS.put(fileType.getField(), icon);",yes
The default context menu with a specific menu for normalizing person names regarding to BibTex rules.,public static Supplier<List<MenuItem>> getNameMenu(final TextInputControl textInput) {,no
"Update the map of uniquefiers for the benefit of both the following generation of new citation markers, and for the method that builds the bibliography:","uniquefiers.put(key, String.valueOf((char) uniq));",no
Check if any of the files are already open:,for (Iterator<Path> iterator = filesToOpen.iterator(); iterator.hasNext();) {,no
Automatically imports the files given as arguments.,public void automatedImport(List<String> filenames) {,yes
Return null if the directory is not valid.,if ((directory == null) || !directory.exists() || !directory.isDirectory()) {,yes
"setBounds(GraphicsEnvironment.getLocalGraphicsEnvironment().getMaximumWindowBounds()); WindowLocation pw = new WindowLocation(this, JabRefPreferences.POS_X, JabRefPreferences.POS_Y, JabRefPreferences.SIZE_X, JabRefPreferences.SIZE_Y); pw.displayWindowAtStoredLocation();",,yes
css: file-find *,AUTO_FILE_LINK(MaterialDesignIcon.FILE_FIND),no
"icon.setToolTipText(Localization.lang(""Open file""));","TABLE_ICONS.put(StandardField.FILE, icon);",yes
"Here we store the names of all current files. If there is no current file, we remove any previously stored filename.",if (filenames.isEmpty()) {,no
Add to group,"addToGroups(entries, stateManager.getSelectedGroup(database));",yes
The subtree that was added or removed,private final GroupTreeNode m_subtreeBackup;,no
Run a recursive search in a background task.,public void searchButtonClicked() {,no
Read a typical java property url into a Map. Currently doesn't support escaping of the '=' character - it simply looks for the first '=' to determine where the key ends. Both the key and the value is trimmed for whitespace at the ends.,// FIXME: prefix can be removed?!,no
Asks the user for confirmation that he really wants to the delete the file from disk (or just remove the link).,public boolean delete() {,no
Different actions depending on where the user releases the drop in the target row Bottom + top -> import entries Center -> link files to entry,"switch (ControlHelper.getDroppingMouseLocation(row, event)) {",no
empty tab without database,if (panel == null) {,yes
ExporterViewModel wraps a TemplateExporter from logic and is used in the exporter customization dialog view and ViewModel.,,no
The Preferences panel for key generation.,class BibtexKeyPatternPrefTab extends BibtexKeyPatternPanel implements PreferencesTab {,no
insert the factory of the loader,"xSet.insert(xImpLoader.activate(""com.sun.star.comp.loader.JavaLoader"", null, null, null));",yes
We try to to prevent publishing changes in the search field directly to the search task that takes some time for larger group structures.,"final Timer searchTask = FxTimer.create(Duration.ofMillis(400), () -> {",no
Build individual layout cards for each group,VBox explicitPanel = createOptionsExplicitGroup();,no
"Installs the style file and provides live reloading. <p> The live reloading has to be turned on by setting the <code>-Djabref.theme.css</code> property. There two possible modes: (1) When only <code>-Djabref.theme.css</code> is specified, then the standard <code>Base.css</code> that is found will be watched and on changes in that file, the style-sheet will be reloaded and changes are immediately visible. (2) When a path to a css file is passed to <code>-Djabref.theme.css</code>, then the given style is loaded in addition to the base css file. Changes in the specified css file lead to an immediate redraw of the interface. <p> When working from an IDE, this usually means that the <code>Base.css</code> is located in the build folder. To use the css-file that is located in the sources directly, the full path can be given as value for the ""VM option"": <code>-Djabref.theme.css=""/path/to/src/Base.css""</code>",public class ThemeLoader {,no
