comment,code,non-information
,void notify(String message);,no
"Shows a new file save dialog. The method doesn't return until the displayed file save dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. After a file was selected, the given file dialog configuration is updated with the selected extension type (if any).",Optional<Path> showFileSaveDialog(FileDialogConfiguration fileDialogConfiguration);,no
" Shows a new file open dialog. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. After a file was selected, the given file dialog configuration is updated with the selected extension type (if any). @return the selected file or an empty {@link Optional} if no file has been selected
",Optional<Path> showFileOpenDialog(FileDialogConfiguration fileDialogConfiguration);,no
"Shows a new file open dialog. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the files chosen by the user or an empty {@link List} if no selection has been made. @return the selected files or an empty {@link List} if no file has been selected
",List<Path> showFileOpenDialogAndGetMultipleFiles(FileDialogConfiguration fileDialogConfiguration);,no
"Shows a new directory selection dialog. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. @return the selected directory or an empty {@link Optional} if no directory has been selected
",Optional<Path> showDirectorySelectionDialog(DirectoryDialogConfiguration directoryDialogConfiguration);,no
Displays a Print Dialog. Allow the user to update job state such as printer and settings. These changes will be available in the appropriate properties after the print dialog has returned. The print dialog is also used to confirm the user wants to proceed with printing.,boolean showPrintDialog(PrinterJob job);,no
Shows a new dialog that list all files contained in the given archive and which lets the user select one of these files. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. @return the selected file or an empty {@link Optional} if no file has been selected,Optional<Path> showFileOpenFromArchiveDialog(Path archivePath) throws IOException;,no
Contains all the different {@link DataFormat}s that may occur in JabRef.,public class DragAndDropDataFormats {,no
Dialog that prompts the user to choose a type for an entry. Returns null if canceled.,public class EntryTypeView extends BaseDialog<EntryType> {,no
"The buttonType will always be cancel, even if we pressed one of the entry type buttons",return type;,no
we set the managed property so that they will only be rendered when they are visble so that the Nodes only take the space when visible avoids removing and adding from the scence graph,bibTexTitlePane.managedProperty().bind(bibTexTitlePane.visibleProperty());,no
Do nothing,break;,yes
This class provides a super class for all dialogs implemented in JavaFX. To create a custom JavaFX dialog one should create an instance of this class and set a dialog pane through the inherited {@link Dialog#setDialogPane(DialogPane)} method. The dialog can be shown via {@link Dialog#show()} or {@link Dialog#showAndWait()}. The layout of the pane should be defined in an external fxml file and loaded it via the {@link FXMLLoader}.,public class FXDialog extends Alert {,no
"This field is initialized upon startup. Only GUI code is allowed to access it, logic code should use dependency injection.",public static JournalAbbreviationLoader journalAbbreviationLoader;,no
"This field is initialized upon startup. Only GUI code is allowed to access it, logic code should use dependency injection.",public static ProtectedTermsLoader protectedTermsLoader;,no
Manager for the state of the GUI.,,no
Remote listener,public static final RemoteListenerServerLifecycle REMOTE_LISTENER = new RemoteListenerServerLifecycle();,yes
"In the main program, this field is initialized in JabRef.java Each test case initializes this field if required",public static JabRefPreferences prefs;,no
Key binding preferences,private static KeyBindingRepository keyBindingRepository;,no
Key binding preferences,public static synchronized KeyBindingRepository getKeyPrefs() {,yes
Background tasks,public static void startBackgroundTasks() throws JabRefException {,yes
FIXME: Workaround for bug https://github.com/Microsoft/ApplicationInsights-Java/issues/662,SDKShutdownActivity.INSTANCE.stopAll();,no
Static variables for graphics files and keyboard shortcuts.,public class GUIGlobals {,no
"Perform initializations that are only used in graphical mode. This is to prevent the ""Xlib: connection to "":0.0"" refused by server"" error when access to the X server on Un*x is unavailable.",public static void init() {,no
add some additional space to improve appearance,public static final int WIDTH_ICON_COL = 16 + 12;,no
Width of Ranking Icon Column,public static final int WIDTH_ICON_COL_RANKING = 5 * 16;,yes
"Set up entry editor colors, first time:",GUIGlobals.updateEntryEditorColors();,no
update preferences,"Globals.prefs.putInt(JabRefPreferences.FONT_SIZE, size);",yes
Number of characters per line,private static final int WIDTH = 100;,no
boolean options,"options.addOption(""h"", ""help"", false, Localization.lang(""Display help on command line options""));",no
This class provides methods to create default JavaFX dialogs which will also work on top of Swing windows. The created dialogs are instances of the {@link FXDialog} class. The available dialogs in this class are useful for displaying small information graphic dialogs rather than complex windows. For more complex dialogs it is advised to rather create a new sub class of {@link FXDialog}.,public class JabRefDialogService implements DialogService {,no
Need to force the alert to layout in order to grab the graphic as we are replacing the dialog pane with a custom pane,alert.getDialogPane().applyCss();,no
Create a new dialog pane that has a checkbox instead of the hide/show details button Use the supplied callback for the action of the checkbox,alert.setDialogPane(new DialogPane() {,no
Fool the dialog into thinking there is some expandable content; a group won't take up any space if it has no children,alert.getDialogPane().setExpandableContent(new Group());,no
JabRef Launcher,public class JabRefLauncher {,yes
The side pane is displayed at the left side of JabRef and shows instances of {@link SidePaneComponent}.,public class SidePane extends BorderPane {,no
Override this method if the component needs to make any changes before it can close.,public void beforeClosing() {,no
Override this method if the component needs to do any actions after it is shown.,public void afterOpening() {,no
Nothing to do by default,},yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return false;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,return false;,yes
Auto-generated method stub,,yes
Auto-generated method stub,,yes
Auto-generated method stub,,yes
Auto-generated method stub,return false;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,return false;,yes
Auto-generated method stub,,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,return 0;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,,yes
Auto-generated method stub,return 0;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return false;,yes
Auto-generated method stub,,yes
Auto-generated method stub,,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,,yes
Auto-generated method stub,return 0;,yes
