comment,code,non-information
 Opens url with users standard Browser If fails popup will shown to instruct user to open link manually and link gets copied to clipboard,public static void openBrowserShowPopup(String url) {,no
 Sets Runnable invoked after task finished irrespectively if it successful or failed with error,public BackgroundTask<V> onFinished(Runnable onFinished) {,no
 Field editor provides various pre - defined options as drop down combobox,public class TagBar<T> extends HBox {,no
 method stores file paths of files in journalFiles property to global JabRef preferences Pseudo abbreviation files will not stored,private void saveExternalFilesList() {,no
" icon.setToolTipText(Localization.lang(""Open + URL","TABLE_ICONS.put(StandardField.URL, icon);",yes
 empty search field should cause search to cleared,if (searchField.getText().isEmpty()) {,no
 Priority icon used for menu,"SpecialFieldViewModel priorityViewModel = new SpecialFieldViewModel(SpecialField.PRIORITY, undoManager);",no
 checkbox marked circle outline,PLAIN_TEXT_IMPORT_DONE(MaterialDesignIcon.CHECKBOX_MARKED_CIRCLE_OUTLINE),yes
 Returns currently viewed BasePanel,public BasePanel getCurrentBasePanel() {,yes
 Generate keys,BibtexKeyPatternPreferences prefs = jabRefPreferences.getBibtexKeyPatternPreferences();,no
 class similar to @link GraphicValidationDecoration but with different style and font based icon,public class IconValidationDecorator extends GraphicValidationDecoration {,no
 method returns JComponent detailing nature of change,public abstract Node description();,no
 only remove explicit groups from entries keyword groups should not deleted,if (group.getGroupNode().getGroup() instanceof ExplicitGroup) {,no
 there children or children of children matched If yes we also need to show node,return node.children.getSource().stream().anyMatch(this::showNode);,no
 If there entries to add,if (!toAdd.isEmpty()) {,yes
 node should generated for call as nodes can added to scene graph only once,return icon.getGraphicNode();,no
 user n't want to override cite keys,if (!overwriteKeys) {,no
 TODO Add undo panel.getUndoManager().addEdit(new UndoableFieldChange(entry editor.getName text nextAbbreviation,},no
 Shows dialog with warnings from import or open of file,"public static void showParserResultWarningDialog(final ParserResult parserResult, final JabRefFrame jabRefFrame) {",no
 popup private access in @link AutoCompletionBinding so we use reflection to access it,"@SuppressWarnings(""unchecked"")",no
 Try to strip query string if to correct suffix,URL url = new URL(link);,no
 Add chosen export type to last used pref to become default,"Globals.prefs.put(JabRefPreferences.LAST_USED_EXPORT, exporter.getName());",no
 Create new TextSection from document factory and access it XNamed interface,XNamed xChildNamed;,no
 tag item in TagBar,public class Tag<T> extends HBox {,no
 TODO Warn if WarnAssignmentSideEffects.warnAssignmentSideEffects(node.getNode().getGroup panel.frame return // user aborted operation,,no
 TODO Expand parent to make new group visible parent.expand,,no
 class will copy selected entry 's BibTeX key as hyperlink to url to clipboard In case entry n't BibTeX key it will not copied In case entry n't url will only copy BibTeX key,public class CopyBibTeXKeyAndLinkAction implements BaseAction {,no
 check whether there icon defined for file type,for (ExternalFileType fileType : ExternalFileTypes.getDefaultExternalFileTypes()) {,no
" needs to fixed because it gives asdf when going prefs.get(""lyxpipe",File lp = new File(commandPath);,no
 Concatenates formatted message of given LogEvent}s by using new line separator,private String getLogMessagesAsString(List<LogEventViewModel> messages) {,no
 Creates BackgroundTask that first runs task and based on result runs second task,"public <T> BackgroundTask<T> then(Function<V, BackgroundTask<T>> nextTaskFactory) {",no
 Opens New Group Dialog and add resulting group to specified group,public void addNewSubgroup(GroupNodeViewModel parent) {,no
 On OSes there generic application available to handle file opening so use one,"return """";",no
 generate new cite keys for entry,"final NamedCompound compound = new NamedCompound(Localization.lang(""Autogenerate BibTeX keys""));",no
 default value,String text = defaultPat.getText();,yes
 Customization of appearance parameters,"public AppearancePrefsTab(DialogService dialogService, JabRefPreferences prefs) {",no
 remove node then insert children,GroupTreeNode removedNode = cursor,no
 Remove current possible suggestions,public void clearSuggestions() {,yes
 entries and check if it makes sense to perform operation,entries = basePanel.getSelectedEntries();,no
 method first saves external files to internal list then writes abbreviations to files and finally updates abbreviations auto complete It basically calls @link # saveExternalFilesList # saveJournalAbbreviationFiles and finally @link JournalAbbreviationLoader#update(JournalAbbreviationPreferences,public void saveEverythingAndUpdateAutoCompleter() {,no
 not open original file,result.getDatabaseContext().clearDatabaseFile();,no
 Finds entry in list best fitting specified entry Even if entries get score above zero entry still returned,"private static BibEntry bestFit(BibEntry targetEntry, List<BibEntry> entries) {",no
 more bps to check we found matching one,break;,no
 default pattern,protected final TextField defaultPat = new TextField();,yes
 We try to find page displayed in center of viewport,Optional<DocumentViewerPage> inMiddleOfViewport = Optional.empty();,no
 Function to command name in case it different from application name,protected String getCommandName() {,no
 Check if we running acceptable version of Java,final BuildInfo buildInfo = Globals.BUILD_INFO;,yes
 @inheritDoc,@Override,yes
 Alt on Windows,"LOGGER.debug(""Mode LINK"");",no
 General information,VBox contextPanel = new VBox(10);,no
 compare normalized markers since actual markers can different,String[] markers = normCitMarkers[i];,no
 keywords from first entry to added,BibEntry firstEntry = entries.get(0);,no
 must set here because in initialize button still null,btnConnect.disableProperty().bind(viewModel.formValidation().validProperty().not());,no
 everything ok,return null;,yes
 See if we can find type with matching name in default type list,ExternalFileType found = null;,no
 We need to wait with setting divider since it gets reset few times during initial set up,mainStage.showingProperty().addListener(new ChangeListener<Boolean>() {,no
 We calculate new hit value We could more intelligent and try to figure out new number of hits based on entry change for example previously matched entry gets removed > hits = hits 1,BackgroundTask,no
 It modified Remove entry from defaults list since type n't removed,defTypes.remove(found);,no
 Can not rename remote links,return;,no
 remember modified children for redo,m_modifiedSubtree.clear();,no
 If given component visible it will hidden and other way around,public void toggle(SidePaneType type) {,yes
 Interface presents user described paste behaviour applying to paste method,@FunctionalInterface,no
" icon.setToo(Localization.lang(""Open + PDF","TABLE_ICONS.put(StandardField.PDF, icon);",yes
 First list of default file types as starting point,List<ExternalFileType> types = new ArrayList<>(getDefaultExternalFileTypes());,no
 name to change to already in database so we ca n't comply,"LOGGER.info(""Cannot rename string '"" + mem + ""' to '"" + disk + ""' because the name """,no
 Look up external file type registered with name if,public Optional<ExternalFileType> getExternalFileTypeByName(String name) {,no
 TODO Add undo / redo ce.addEdit(new UndoableInsertEntry(panel.getDatabase entry,,no
 action concerned with generate new sub-)database from latex AUX file,public class NewSubLibraryAction extends SimpleCommand {,no
 Starts search of unlinked files according chosen directory and file type selection search will process in separate thread and progress indicator will displayed,private void startSearch() {,no
 Gets filename for current linked file and compares it to new suggested filename,public boolean isGeneratedNameSameAsOriginal() {,no
 Modified externally,"fieldChanges.add(new FieldChangeViewModel(field, memEntry, tmpEntry, mem.orElse(null), tmp.get(), disk.get()));",no
 Responsible for managing of threads except GUI threads in JabRef,public class JabRefExecutorService {,no
 logic done in openIt Even raising existing panel,"getOpenDatabaseAction().openFile(file, true);",no
 Focuses given field,public void requestFocus(Field fieldName) {,yes
 Set pasteActionHandler variable to passed handler,public void setPasteActionHandler(PasteActionHandler handler) {,yes
 Gets invoked if user selects different group We need to notify @link StateManager about change so that main table gets updated,private void onSelectedGroupChanged(ObservableList<GroupNodeViewModel> newValue) {,no
 Merge entries,for (BibEntry entry : pr.getDatabase().getEntries()) {,no
 panel contains two comboboxes and Add button,private GridPane getSelectorPanel() {,no
 Gets invoked if user changes active database We need to new group tree and update view,private void onActiveDatabaseChanged(Optional<BibDatabaseContext> newDatabase) {,no
 Use < application > if app specified and just open < filename > otherwise,"String[] cmd = (application != null) && !application.isEmpty() ? new String[] {""/usr/bin/open"", ""-a"",",no
 set default values overwritten if editedGroup null,keywordGroupSearchField.setText(prefs.get(JabRefPreferences.GROUPS_DEFAULT_FIELD));,no
 Check if cloned entry crossref field,clonedEntry.getField(StandardField.CROSSREF).ifPresent(crossref -> {,yes
 Print icon used for menu,"SpecialFieldViewModel printedViewModel = new SpecialFieldViewModel(SpecialField.PRINTED, undoManager);",no
 Return String array representing file type used for storage into Preferences and same array can used to construct file type later using String constructor,private String[] getStringArrayRepresentation(ExternalFileType type) {,no
 must here,Abbreviation abbreviation = journalAbbreviationRepository.getAbbreviation(text).get();,yes
 method will write abbreviations of abbreviation file to file on file system It essentially will check if current file built in list and if not it will call @link AbbreviationWriter#writeOrCreate,public void writeOrCreate() throws IOException {,no
 Constructs @link Image for image representing given function in resource file listing images.@param name name of icon such as open save saveAs etc @link Image for function,private static Image getImageFX(String name) {,no
 Need to toggle twice to make sure everything selected,root.setSelected(true);,no
 fetch entries from GUI,GlobalBibtexKeyPattern keypatterns = getKeyPatternAsGlobalBibtexKeyPattern();,no
" icon.setToolTipText(Localization.lang(""Open % 0 file fileType.getName","TABLE_ICONS.put(fileType.getField(), icon);",yes
 default context menu with specific menu for normalizing person names regarding to BibTex rules,public static Supplier<List<MenuItem>> getNameMenu(final TextInputControl textInput) {,no
 Update map of uniquefiers for benefit of both following generation of new citation markers and for method builds bibliography,"uniquefiers.put(key, String.valueOf((char) uniq));",no
 Check if of files already open,for (Iterator<Path> iterator = filesToOpen.iterator(); iterator.hasNext();) {,no
 Automatically imports files given as arguments,public void automatedImport(List<String> filenames) {,yes
 Return null if directory not valid,if ((directory == null) || !directory.exists() || !directory.isDirectory()) {,yes
 setBounds(GraphicsEnvironment.getLocalGraphicsEnvironment().getMaximumWindowBounds WindowLocation pw = new WindowLocation(this JabRefPreferences POS_X JabRefPreferences POS_Y JabRefPreferences SIZE_X JabRefPreferences SIZE_Y pw.displayWindowAtStoredLocation,,yes
 css file find,AUTO_FILE_LINK(MaterialDesignIcon.FILE_FIND),no
 file,"TABLE_ICONS.put(StandardField.FILE, icon);",yes
 Here we store names of current files If there current file we remove previously stored filename,if (filenames.isEmpty()) {,no
 Add to group,"addToGroups(entries, stateManager.getSelectedGroup(database));",yes
 subtree added or removed,private final GroupTreeNode m_subtreeBackup;,no
 Run recursive search in background task,public void searchButtonClicked() {,no
 Read typical java property url into Map Currently n't support escaping of = character it simply looks for first ' = to determine where key ends Both key and value trimmed for whitespace at ends,// FIXME: prefix can be removed?!,no
 Asks user for confirmation that he really wants to delete file from disk or just remove link,public boolean delete() {,no
 Different actions depending on where user releases drop in target row Bottom + top > import entries Center > link files to entry,"switch (ControlHelper.getDroppingMouseLocation(row, event)) {",no
 empty tab without database,if (panel == null) {,yes
 ExporterViewModel wraps TemplateExporter from logic and used in exporter customization dialog view and ViewModel,,no
 Preferences panel for key generation,class BibtexKeyPatternPrefTab extends BibtexKeyPatternPanel implements PreferencesTab {,no
 insert factory of loader,"xSet.insert(xImpLoader.activate(""com.sun.star.comp.loader.JavaLoader"", null, null, null));",yes
 We try to to prevent publishing changes in search field directly to search task takes time for larger group structures,"final Timer searchTask = FxTimer.create(Duration.ofMillis(400), () -> {",no
 Build individual layout cards for group,VBox explicitPanel = createOptionsExplicitGroup();,no
" Installs style file and provides live reloading < p > live reloading to turned on by setting < code>-Djabref.theme.css</code > property There two possible modes 1 When only < code>-Djabref.theme.css</code > specified then standard < code > Base.css</code > found will watched and on changes in file style sheet will reloaded and changes immediately visible 2 When path to css file passed to < code>-Djabref.theme.css</code > then given style loaded in addition to base css file Changes in specified css file lead to immediate redraw of interface < p > When working from IDE usually means that < code > Base.css</code > located in build folder To use css file located in sources directly full path can given as value for VM option < code>-Djabref.theme.css=""/path to / src / Base.css""</code >",public class ThemeLoader {,no
 Set entry number in case included in preview layout,ExporterFactory.entryNumber = 1;,no
 For reason graphic not set correctly so let 's fix ToDO Find way to reuse JabRefIconView,button.graphicProperty().unbind();,no
 Pass other keys to children,},no
 class indirectly constructed by log4j,"@SuppressWarnings(""unused"")",no
 Different actions depending on where user releases drop in target row Bottom + top > insert source row before after row Center > add as child,switch (mouseLocation) {,no
 Opens file browser of folder of given file If possible file selected,public static void openFolderAndSelectFile(Path fileLink) throws IOException {,no
 FIXME prefix can removed,"private static Map<String, String> readIconThemeFile(URL url, String prefix) {",no
 class represents removal of entry constructor needs references to database entry and map of open entry editors latter to able to close entry 's editor if it opened after undo and removal then undone,public class UndoableRemoveEntry extends AbstractUndoableJabRefEdit {,no
 We know that tmpEntry not equal to diskEntry Check if it modified locally as well since last tempfile saved,"boolean isModifiedLocally = (DuplicateCheck.compareEntriesStrictly(memEntry, tmpEntry) <= 1);",no
 preferences might not initialized in tests > return immediately TODO Replace ugly workaround by proper injection propagation,if (Globals.prefs == null) {,no
 Merged BibEntry,public BibEntry getMergeEntry() {,yes
 Focuses search field if it not focused,public void focus() {,yes
 Decide whether to show tab for given entry,public abstract boolean shouldShow(BibEntry entry);,yes
 Register undo / redo listener,basePanel.getUndoManager().registerListener(new UndoRedoEventManager());,yes
" icon.setToolTipText(Localization.lang(""Open + ArXiv URL","TABLE_ICONS.put(StandardField.EPRINT, icon);",yes
 Reporting etc method called on event dispatch thread after pushEntries returns,void operationCompleted();,no
 Creates object can undo / redo edit event,"public UndoableAddOrRemoveGroup(GroupTreeNodeViewModel groupsRoot,",no
 We to use reflection since TableUtil not visible to us,try {,no
 insert acceptor,"xSet.insert(xImpLoader.activate(""com.sun.star.comp.connections.Acceptor"", null, null, null));",yes
 TODO Font & padding customization setFont(GUIGlobals.currentFont,},no
 We sorted citation markers according to order of appearance so we simply count up for marker referring to new entry,List<Integer> num = new ArrayList<>(keys.length);,no
 Specific importer,"ParserResult pr = importer.get().importDatabase(filename, Globals.prefs.getDefaultEncoding());",yes
 office component context,XComponentContext xContext = org.jabref.gui.openoffice.Bootstrap.bootstrap(loader);,no
 type of editing ADD_NODE REMOVE_NODE_KEEP_CHILDREN REMOVE_NODE_AND_CHILDREN,private final int m_editType;,no
 Font configuration,HBox fontBox = new HBox();,yes
 Shift on Windows or modifier,"LOGGER.debug(""Mode MOVE"");",no
 GUI component allows editing of fields of BibEntry i.e. one shows up when you double click on entry in table < p > It hosts tabs required general optional and buttons to left < p > EntryEditor also registers itself to event bus receiving events whenever field of entry changes enabling text fields to update themselves if change made from somewhere else,public class EntryEditor extends BorderPane {,no
 TODO Float marked entries model.updateMarkingState(Globals.prefs.getBoolean(JabRefPreferences FLOAT_MARKED_ENTRIES,,no
 Ignore,"return new ReadOnlyStringWrapper("""");",yes
 Find default choice if,Exporter defaultChoice = exporters.stream(),yes
 marker appears for more than one unique entry,int uniq = 'a';,no
 Constructs @link TreeTableCell based on view model of row and bunch of specified converter methods,"public class ViewModelTableRowFactory<S> implements Callback<TableView<S>, TableRow<S>> {",no
 Override used newline character with one stored in preferences preferences return system newline character sequence as default,OS.NEWLINE = Globals.prefs.get(JabRefPreferences.NEWLINE);,no
 For cited key,for (String key : cited) {,yes
 connection string,"String sConnect = ""uno:socket,host=localhost,port=2083"" + "";urp;StarOffice.ComponentContext"";",yes
 Generates plain text string out of preview and copies it additionally to html to clipboard WYSIWYG Editors use HTML plain text editors text,protected static String processPreview(List<String> citations) {,no
 IEEETran,"populateSubMenu(items, ""IEEETran"", IEEETranEntryTypeDefinitions.ALL, entry, undoManager);",yes
 Sort visible components by preferred position,visibleComponents.sort(new PreferredIndexSort());,yes
 method should called after storing preferences calls appropriate method in ViewModel,List<String> getRestartWarnings();,no
 Should done _ after _ we know it successfully opened,"ParserResult parserResult = OpenDatabase.loadDatabase(file.toFile(),",no
 Find default directory for field type,"List<String> dir = databaseContext.getFileDirectories(field, Globals.prefs.getFilePreferences());",yes
 Set up annotation list,annotationList.getSelectionModel().setSelectionMode(SelectionMode.SINGLE);,yes
 Bootstraps initial component context with service manager and basic jurt components inserted,"public static XComponentContext createInitialComponentContext(Map<String, Object> context_entries) throws Exception {",no
 redo,} else {,no
 Generate keys for given entries,private void generateKeys(List<BibEntry> entries) {,yes
 Action keeps reference to URL When activated it shows help Dialog unless it already visible and shows URL in it,public class HelpAction extends SimpleCommand {,no
 Only serialize linked files not ones automatically found,List<LinkedFile> filesToSerialize = files.stream(),no
 Puts value of concrete class in map previous content stored in map removed,"public <T> void putValue(Class<T> type, T value) {",no
 create default local component context,"XComponentContext xLocalContext = createInitialComponentContext((Map<String, Object>) null);",yes
 Update appearance of group,anySelectedEntriesMatched.invalidate();,no
 Checks if there duplicates to given entry in list of entries to imported,private Optional<BibEntry> findInternalDuplicate(BibEntry entry) {,no
 If there entries to remove,if (!toRemove.isEmpty()) {,yes
 General fields from preferences,"for (Map.Entry<String, Set<Field>> tab : entryEditorPreferences.getEntryEditorTabList().entrySet()) {",no
 Class for creating information about customizable entry editor tabs,public final class EntryEditorTabList {,no
 not make class final as it otherwise ca n't mocked for tests,public class ExternalFileTypes {,no
 Refresh reference marks with citation markers we computed,boolean hadBibSection = getBookmarkRange(OOBibBase.BIB_SECTION_NAME) != null;,no
 Save database,"boolean success = saveDatabase(targetPath, false,",yes
 Class defines interaction with external application in form of pushing selected entries to it,public interface PushToApplication {,no
" Hyperlink Click Listener for javafx WebView to open links on click in browser Code adapted from < href=""https://stackoverflow.com / a/33445383/"">https://stackoverflow.com / a/33445383/</a >","public class OpenHyperlinksInExternalBrowser implements ChangeListener<Worker.State>, EventListener {",no
 Constructs @link TreeTableCell based on view model of row and bunch of specified converter methods,"public class ViewModelTreeTableCellFactory<S> implements Callback<TreeTableColumn<S, S>, TreeTableCell<S, S>> {",no
 Looks up URL for image representing given function in resource file listing images,public static URL getIconUrl(String name) {,no
 Quick hack to disable navigating,"browser.addEventFilter(javafx.scene.input.MouseEvent.ANY, javafx.scene.input.MouseEvent::consume);",no
 Use received map directly,correctEntries = entries;,yes
 Register for changes,for (Observable observable : newEntry.getObservables()) {,yes
 Empty,public SuggestionProviders() {,yes
 Disables selection,public class NoSelectionModel<T> extends MultipleSelectionModel<T> {,no
 Moves given component down,public void moveDown(SidePaneComponent comp) {,yes
 for case that password already set,prefs.clearPassword();,no
 Updated original entry with new fields,Set<Field> jointFields = new TreeSet<>(Comparator.comparing(Field::getName));,no
 GUI for tab displaying article recommendations based on currently selected BibEntry,public class RelatedArticlesTab extends EntryEditorTab {,no
 TODO NULL TODO Null TODO NULL,GroupTreeNode newParent = root.getNode().getDescendant(pathToNewParent).get();,yes
 date picker with configurable datetime format where both date and time can changed via text field and date can additionally changed via JavaFX default date picker Also supports incomplete dates First recall how date picker normally works user selects date in popup sets # valueProperty to selected date converter # converterProperty used to transform date to string representation and display it in text field idea now to intercept process and add additional step user selects date in popup sets # valueProperty to selected date date converted to @link TemporalAccessor i.e enriched by time component using # addCurrentTime(LocalDate string converter # stringConverterProperty used to transform temporal accessor to string representation and display it in text field Inspiration taken from https://github.com/edvin/tornadofx-controls/blob/master/src/main/java/tornadofx/control/DateTimePicker.java,public class TemporalAccessorPicker extends DatePicker {,no
 simple command not track progress of action,public abstract class SimpleCommand extends CommandBase {,no
 Create new entry and add it to undo stack Remove other two entries and add them to undo stack not working,"NamedCompound ce = new NamedCompound(Localization.lang(""Merge entries""));",no
 If we not allowed to overwrite values check if there non - empty value already for entry for new field,Optional<String> valInNewField = entry.getField(newField);,no
 Holds version in memory Check if it modified,this.inMem = inMem;,no
 class provides view model for abbreviation objects can also define placeholder objects of abbreviations indicated by using @code pseudoAbbreviation property,public class AbbreviationViewModel {,no
" TODO Implement jump to entry TODO Add toolitp for tag Localization.lang(""Jump to entry feature removed while converting linked entries editor to JavaFX Right now there nice way to re - implement it as we good interface to control focus of main table except directly using JabRefFrame class as below parsedEntryLink.getLinkedEntry().ifPresent e - > frame.getCurrentBasePanel().highlightEntry(e",},no
 basePanel.getPreviewPanel().updateLayout(preferences.getPreviewPreferences,},yes
 mouse location within cell when dropping gesture occurs,public enum DroppingMouseLocation {,no
 Store changes to table preferences method called when user clicks Ok,@Override,no
 TODO Rework so that we n't rely on JabRefFrame and not complete preferences,this.frame = frame;,no
 Util class for searching files on file system not linked to provided BibDatabase,public class UnlinkedFilesCrawler extends BackgroundTask<CheckBoxTreeItem<FileNodeWrapper>> {,no
 Entry type unknown > treat fields as required,fields.addAll(entry.getFields());,no
 Switch to currently selected entry if mode changed to live,,no
 Returns list of BasePanel,public List<BasePanel> getBasePanelList() {,yes
 We need to wrap list since otherwise sorting in table not work,entriesSorted = new SortedList<>(entriesFiltered);,no
 Creates VBox of related article information to used in StackPane displayed in Related Articles tab,"private ScrollPane getRelatedArticleInfo(List<BibEntry> list, MrDLibFetcher fetcher) {",no
 Redo change,base.removeString(string.getId());,yes
 Refresh cite markers in document,"public List<String> refreshCiteMarkers(List<BibDatabase> databases, OOBibStyle style)",yes
 TODOSwingUtilities.invokeLater > undo.putValue(Action SHORT_DESCRIPTION event.getUndoDescription());undo.setEnabled(event.isCanUndo());redo.putValue(Action SHORT_DESCRIPTION event.getRedoDescription());redo.setEnabled(event.isCanRedo,},no
 move children to newNode then add newNode,GroupTreeNode newNode = m_subtreeBackup.copySubtree();,no
 Checks whether file exists or if new file should opened file will added to set of journal abbreviation files If file also exists abbreviations will read and written to abbreviations property,private void openFile(Path filePath) {,no
 TODO reflective access should removed,"Class<?> clazz = Class.forName(""javafx.scene.control.TableUtil"");",no
 if user not change anything with action we not anything either even output message,},no
 Enriches suggestion provider by given set of content selector values,public class ContentSelectorSuggestionProvider implements AutoCompleteSuggestionProvider<String> {,no
 Revert change,try {,yes
 Always fill out available space,setPrefHeight(Double.POSITIVE_INFINITY);,no
 Good bye,tearDownJabRef(filenames);,yes
 Enrich auto completion by content selector values,try {,no
 Name reference,"XNamed xNamed = UnoRuntime.queryInterface(XNamed.class, bookmark);",yes
 log event will forwarded to @link LogMessages archive,@Override,no
 ToDo After conversion of tabs to mvvm rework interface and make validSettings bindable Button btnSave Button this.getDialogPane().lookupButton(saveButton btnSave.disableProperty().bind(viewModel.validSettings().validProperty().not,},no
 Frame titles,"public static final String FRAME_TITLE = ""JabRef"";",yes
 Set to true in case command could not executed e.g. if file not found Set to true in case tunnel to program if one used not operate Set to true if corresponding path not defined in preferences,protected boolean couldNotCall;,no
 Add context menu only for non - null items,row.contextMenuProperty().bind(,no
 Copies selected entries and formats them with selected citation style or preview then it copied to clipboard worker can not reused,public class CitationStyleToClipboardWorker {,no
 class defines type of external files can linked to from JabRef class contains enough information to provide icon standard extension and link to application handles files of type,public class CustomExternalFileType implements ExternalFileType {,no
 Error stream closed See if there errors,if (!sb.toString().trim().isEmpty()) {,no
 In case it not work,catch (IOException excep) {,yes
 FileFilter implementation allows only files not linked in of @link BibEntry}s of specified @link BibDatabase < br > < br > FileFilter sits on top of FileFilter -implementation it first consults Only if major filefilter accepted file implementation will verify on file,public class UnlinkedPDFFileFilter implements FileFilter {,no
 Sort entries into current members and non - members of group Current members will removed Current non - members will added,List<BibEntry> toRemove = new ArrayList<>(entries.size());,no
 For ONLY_FULL auto completer returns full name e.g. Smith Bob For ONLY_ABBREVIATED auto completer returns first name abbreviated e.g. Smith B. For BOTH auto completer returns versions,public enum AutoCompleteFirstNameMode {,no
 Resolve bibtex key from citation reference marker name and look up index of key in list of keys,,no
 Send event to trigger changes,postUndoRedoEvent();,no
 class provides model for managing journal abbreviation lists It provides necessary methods to create modify or delete journal abbreviations and files To visualize model one can bind properties to ui elements,public class ManageJournalAbbreviationsViewModel extends AbstractViewModel {,no
 Makes sure that given component visible,public void show(SidePaneType type) {,yes
 TODO show parserwarnings if not here for ImportFormatReader UnknownFormatImport p imports ParserResultWarningDialog.showParserResultWarningDialog(p.parserResult frame,if (bibtexResult == null) {,no
 action concerned with opening existing database,public class OpenDatabaseAction extends SimpleCommand {,yes
 icon.setToolTipText(priorityViewModel.getLocalization,"TABLE_ICONS.put(SpecialField.PRIORITY, icon);",yes
 Check if type changed,if (!identicalTypes && !typeRadioButtons.isEmpty() && typeRadioButtons.get(0).isSelected()) {,no
 In case stringConverter provided use default strategy,if (this.stringConverter == null) {,no
 Installs base css file as stylesheet in given scene Changes in css file lead to redraw of scene using new css file,"public void installCss(Scene scene, JabRefPreferences preferences) {",no
 TODO Add undo and display message MoveGroupChange undo = new MoveGroupChange(((GroupTreeNodeViewModel)source.getParent()).getNode source.getNode().getPositionInParent target.getNode target.getChildCount,,no
 Except file,return pathname -> true;,yes
 current version of installed JabRef,private final Version installedVersion;,yes
 occurrence or at end Check if there path separators in suffix if so it definitely not proper suffix so we should give up,if (strippedLink.substring(strippedLinkIndex + 1).indexOf('/') >= 1) {,yes
 method causes open BasePanels to set up tables anew When called from PrefsDialog3 updates to new settings,public void setupAllTables() {,no
 Pretend that we just switched to current file in order to refresh display,notifyNewSelectedFile(currentFile);,no
 Pass other keys to parent,},yes
 Must executed after initialization of view otherwise it n't work,Platform.runLater(() -> {,no
 Remember type in case we need to uniquefy,types[i] = type;,no
 Steps to reproduce,"String howToReproduce = ""Steps to reproduce:\n\n1. ...\n2. ...\n3. ..."";",yes
 not open original file,pr.getDatabaseContext().clearDatabaseFile();,yes
 We to put Entry Editor Previous before because otherwise decrease font size found first,"ENTRY_EDITOR_PREVIOUS_PANEL_2(""Entry editor, previous panel 2"", Localization.lang(""Entry editor, previous panel 2""), ""ctrl+MINUS"", KeyBindingCategory.VIEW),",no
 Update active search query when switching between databases,stateManager.activeSearchQueryProperty().set(newBasePanel.getCurrentSearchQuery());,no
 Create help button for currently selected fetcher,StackPane helpButtonContainer = new StackPane();,yes
 In case of removing node but keeping of children number of children to stored,private final int m_subtreeRootChildCount;,no
 Move contents from one field to for Collection of entries,"private static UndoableEdit massRenameField(Collection<BibEntry> entries, Field field, Field newField,",no
 Adding of single node group,public static final int ADD_NODE = 0;,yes
 called when user drops PreviewLayouts either in availableListView or in empty space of chosenListView,,no
 TODO use WEB_SEARCH instead as soon as it available TODO use WEB_SEARCH instead as soon as it available,"LOOKUP_IDENTIFIER(MaterialDesignIcon.MAGNIFY),",no
 Executes task on current thread code essentially taken from @link javafx.concurrent Task TaskCallable#call but adapted to run sequentially,@Override,no
 method returns default key binding key(s assigned,public String getDefaultKeyBinding() {,yes
 TODO Add undo UndoableAddOrRemoveGroup undo = new UndoableAddOrRemoveGroup(parent new GroupTreeNodeViewModel(newGroupNode UndoableAddOrRemoveGroup ADD_NODE panel.getUndoManager().addEdit(undo,,no
 Test if field legally set,"new LatexFieldFormatter(fieldFormatterPreferences).format(newValue, fieldName);",no
 Need to run async otherwise dialog not work,ControlsFxVisualizer visualizer = new ControlsFxVisualizer();,no
 Revert change,if (nameChange) {,yes
 and adding merged entries,if (!result.getToAdd().isEmpty()) {,yes
 remove newlines & & hyphens before linebreaks,"markingContent = markingContent.replaceAll(""-"" + NEWLINE, """");",yes
 Creates BackgroundTask that first runs task and based on result runs second task,"public <T> BackgroundTask<T> thenRun(Function<V, T> nextOperation) {",no
 action checks whether new custom entry types loaded from BIB file If so offer to remember entry types given,public class CheckForNewEntryTypesAction implements GUIPostOpenAction {,no
,"private void openTheFile(Path file, boolean raisePanel) {",no
 Other fields,"entryEditorTabs.add(new OtherFieldsTab(databaseContext, panel.getSuggestionProviders(), undoManager,",yes
 Register listener wrapper created by FXCollections will set weak listener on wrapped list weak listener gets garbage collected Hence we need to maintain reference to list,entriesList = databaseContext.getDatabase().getEntries();,no
 Try to download fulltext PDF for selected by following URL or DOI link,public class FindFullTextAction extends SimpleCommand {,no
 Editor for external file types,public class CustomizeExternalFileTypesDialog extends BaseDialog<Void> {,yes
 configure elements,ToggleGroup groupType = new ToggleGroup();,yes
 class essentially wrapper around Task We can not use Task directly since it runs certain update notifications on JavaFX thread and so makes testing harder We take opportunity and implement fluid interface,public abstract class BackgroundTask<V> {,no
 Updates view with contents of given entry,protected abstract void bindToEntry(BibEntry entry);,yes
 try to connect to office,Object context = xUrlResolver.resolve(sConnect);,no
 Switch tab if asked to so,if (dataBaseNumber >= 0) {,no
 Store visual state,"new PersistenceVisualStateTable(this, Globals.prefs);",yes
 class abstract UI role as it listens for @link AutosaveEvent and saves bib file associated with given @link BasePanel,public class AutosaveUIManager {,no
 Set owner / timestamp,"UpdateField.setAutomaticFields(entries, updateFieldPreferences);",no
 submenu will behave dependent on style currently selected citation / preview,PreviewPreferences previewPreferences = Globals.prefs.getPreviewPreferences();,no
 Find linking footnote marker,"XFootnote footer = UnoRuntime.queryInterface(XFootnote.class, range.getText());",no
